78920	9.6
78921	8.5
78922	7.9
78923	6.6
78924	5.3
78925	4.3
78926	7.6
78927	8.2
78928	10.6
78929	11.6
78930	12.1
78931	12
78932	10.4
78933	11.4
78934	10.8
78935	11.3
78936	10.3
78937	10
78938	11.8
78939	11
78940	9.3
78941	9.1
78942	6.8
78943	5.1
78944	4.3
78945	4.1
78946	6.3
78947	12.6
78948	12.2
78949	9.2
78950	10.2
78951	17.2
78952	15.2
78953	13.8
78954	14.1
78955	11.3
78956	9
78957	7.7
78958	8.1
78959	6.5
78960	7.1
78961	9.7
78962	12.1
78963	13.8
78964	16.3
78965	15.5
78966	9
78967	6.4
78968	10.2
78969	8.9
78970	7.1
78971	7.9
78972	10.9
78973	12.1
78974	10.2
78975	16.8
78976	18.2
78977	16
78978	14
78979	10.9
78980	8.2
78981	5.6
78982	4.6
78983	5.1
78984	13.6
78985	14.6
78986	15.8
78987	10.3
78988	10
78989	11.2
78990	15.5
78991	14.3
78992	13.4
78993	10.2
78994	8
78995	9.5
78996	10.8
78997	15.9
78998	19.1
78999	21.6
79000	22.6
79001	21.9
79002	22
79003	16.7
79004	11.6
79005	8.6
79006	10.4
79007	10.6
79008	11.9
79009	10.6
79010	7.9
79011	6.1
79012	7.2
79013	8
79014	7.7
79015	5.1
79016	4.9
79017	18.7
79018	18
79019	15.2
79020	14.7
79021	20
79022	20.2
79023	25.4
79024	24
79025	25.4
79026	20.3
79027	23.8
79028	18.1
79029	15.9
79030	18.8
79031	17.6
79032	12.5
79033	14.8
79034	15.2
79035	15.9
79036	13.5
79037	11
79038	12.2
79039	13.7
79040	13.9
79041	11.2
79042	10.9
79043	15.5
79044	19.7
79045	22.8
79046	22.9
79047	16.3
79048	13.5
79049	9.9
79050	8.2
79051	7.5
79052	10.5
79053	7.1
79054	6.2
79055	8.5
79056	11.3
79057	16.7
79058	16
79059	23.1
79060	19
79061	24.8
79062	18.7
79063	12.8
79064	11.4
79065	18.4
79066	15.7
79067	14.4
79068	13.9
79069	12.3
79070	15.5
79071	17.7
79072	21.4
79073	19.1
79074	20.2
79075	16.9
79076	20.3
79077	21.6
79078	21.1
79079	20.9
79080	16.9
79081	16.6
79082	22.9
79083	23.7
79084	25.7
79085	24.9
79086	20.5
79087	18.8
79088	14.8
79089	16.2
79090	15.7
79091	15.4
79092	13.3
79093	14.2
79094	15.8
79095	14.3
79096	13.1
79097	11.6
79098	7.5
79099	7.1
79100	10.3
79101	15
79102	14.4
79103	13
79104	11.5
79105	10.6
79106	7.9
79107	6
79108	9.5
79109	12.4
79110	14.7
79111	13.1
79112	10.3
79113	13
79114	15.2
79115	16.6
79116	14.6
79117	13.2
79118	15.4
79119	17.1
79120	17.4
79121	12.4
79122	8.8
79123	8.5
79124	7.8
79125	4.9
79126	3.4
79127	3.5
79128	3.1
79129	2.6
79130	2.5
79131	8
79132	9.2
79133	11.3
79134	12.1
79135	16.9
79136	15.5
79137	20.5
79138	20.4
79139	19.3
79140	18.5
79141	17.1
79142	17.1
79143	14.1
79144	12.1
79145	13.4
79146	14.9
79147	23.2
79148	22.3
79149	22.4
79150	21.6
79151	20.6
79152	17.7
79153	19.5
79154	16.1
79155	11.7
79156	15.8
79157	17.2
79158	17
79159	16
79160	17.9
79161	16.5
79162	13.3
79163	14.6
79164	10.7
79165	6.6
79166	8.9
79167	6.4
79168	11.6
79169	12.6
79170	13.6
79171	13
79172	8.9
79173	11.3
79174	12.7
79175	15.8
79176	17.8
79177	16.7
79178	17.8
79179	17.8
79180	18.4
79181	15.3
79182	13.4
79183	14.6
79184	15.4
79185	11.6
79186	10.6
79187	9.3
79188	8.1
79189	6.5
79190	6.6
79191	10.5
79192	13.4
79193	11.5
79194	15.1
79195	16
79196	12.1
79197	12.3
79198	12.9
79199	14.5
79200	14.5
79201	16.4
79202	19.1
79203	13.9
79204	10.5
79205	13.3
79206	16.2
79207	16.6
79208	16
79209	13.3
79210	11.2
79211	8.3
79212	4.9
79213	12.5
79214	16.2
79215	14.3
79216	16.9
79217	14.9
79218	14.4
79219	11.3
79220	11.1
79221	11.1
79222	8.9
79223	10.3
79224	11.9
79225	14.7
79226	14.8
79227	10.2
79228	6.9
79229	5.5
79230	8.4
79231	8.3
79232	8.7
79233	12.7
79234	14.7
79235	14.4
79236	12.3
79237	12.6
79238	10.2
79239	11.1
79240	9.8
79241	6.8
79242	4.7
79243	11.2
79244	14.1
79245	13.5
79246	11
79247	10.4
79248	13
79249	13.6
79250	13.6
79251	11.8
79252	12.8
79253	13.4
79254	9.7
79255	8.7
79256	10.5
79257	11.3
79258	11
79259	14.1
79260	14.6
79261	13.5
79262	12.6
79263	7.7
79264	9
79265	11.7
79266	8.4
79267	6.9
79268	8.6
79269	6.5
79270	4.7
79271	8.5
79272	10.7
79273	11.3
79274	9.5
79275	7.9
79276	6.4
79277	7.6
79278	8.9
79279	7.2
79280	5.9
79281	7
79282	6.2
79283	5.2
79284	8.1
79285	8.6
79286	11.7
79287	10.5
79288	9.2
79289	8.2
79290	10
79291	10
79292	7.6
79293	6.1
79294	9.4
79295	11.3
79296	12.6
79297	15.3
79298	14.5
79299	13.7
79300	13.4
79301	13.3
79302	11.4
79303	10.2
79304	10.1
79305	8.8
79306	7.8
79307	7.6
79308	5.9
79309	4.7
79310	4.8
79311	5.3
79312	7.5
79313	7
79314	6.8
79315	5.3
79316	5.4
79317	4.1
79318	3.3
79319	3.7
79320	14.6
79321	16.4
79322	16.5
79323	17.5
79324	16.7
79325	15.1
79326	13.2
79327	14.5
79328	14.9
79329	10.9
79330	12.1
79331	12
79332	11.8
79333	10.2
79334	12.7
79335	11.9
79336	13.7
79337	14.3
79338	13.5
79339	13.2
79340	13.8
79341	13.2
79342	12.9
79343	12
79344	10
79345	8.9
79346	9.4
79347	11
79348	10.2
79349	10.3
79350	8
79351	7.1
79352	6.9
79353	7.7
79354	8.2
79355	8.1
79356	8.5
79357	8.1
79358	7.7
79359	7.3
79360	6
79361	4.5
79362	3.7
79363	4.2
79364	3.6
79365	3.3
79366	5.3
79367	9.6
79368	10.5
79369	10.6
79370	10.6
79371	9.1
79372	7.7
79373	7.9
79374	8.8
79375	14.2
79376	16.3
79377	14
79378	14.2
79379	16
79380	20.2
79381	19.2
79382	16.5
79383	22.7
79384	24.3
79385	27.4
79386	24.5
79387	23.8
79388	25.1
79389	20.5
79390	14.7
79391	16.1
79392	17.2
79393	11.9
79394	16.9
79395	21.7
79396	19.4
79397	16.5
79398	22.2
79399	21.9
79400	18.5
79401	11.6
79402	18.1
79403	18
79404	17.1
79405	16.1
79406	18.8
79407	16.4
79408	14.9
79409	14.4
79410	12.5
79411	9.8
79412	12.3
79413	11.6
79414	11.7
79415	14
79416	12.5
79417	10.3
79418	7.9
79419	7.1
79420	7.5
79421	6.3
79422	5.5
79423	4.3
79424	9
79425	8.7
79426	7
79427	11.1
79428	17
79429	17.2
79430	17
79431	17.2
79432	15.9
79433	15.9
79434	13.5
79435	15.2
79436	17.3
79437	18.6
79438	19.1
79439	18.9
79440	16.8
79441	11.5
79442	9.5
79443	8.3
79444	7.3
79445	9
79446	8.5
79447	11.6
79448	11.9
79449	11.7
79450	13.4
79451	12.5
79452	8.9
79453	6.6
79454	5.8
79455	10
79456	8.3
79457	8.9
79458	9.5
79459	6.9
79460	4.9
79461	5.6
79462	5.3
79463	5.2
79464	7.2
79465	12.1
79466	16.6
79467	14.1
79468	12.9
79469	14.8
79470	14.5
79471	10.3
79472	8.9
79473	5.5
79474	4.4
79475	5.6
79476	7.8
79477	10.3
79478	10.2
79479	12.1
79480	11.4
79481	11.3
79482	12.6
79483	15.1
79484	16
79485	15.2
79486	12.1
79487	12.1
79488	12.2
79489	9.4
79490	8.6
79491	11.5
79492	13.2
79493	17.2
79494	16.3
79495	16.1
79496	14.7
79497	18.2
79498	18.1
79499	13.3
79500	8.8
79501	9.1
79502	7.6
79503	8
79504	13.5
79505	18.1
79506	16.9
79507	15.2
79508	15.1
79509	10.3
79510	8.7
79511	9.1
79512	11.7
79513	12.3
79514	15.7
79515	15.7
79516	19.2
79517	19.9
79518	20.9
79519	19.9
79520	20.6
79521	22.1
79522	18.9
79523	17
79524	12.7
79525	10.2
79526	9
79527	11.8
79528	13.4
79529	12.2
79530	13.9
79531	19.6
79532	19.8
79533	16
79534	20
79535	16.3
79536	10.6
79537	6.9
79538	8
79539	12
79540	10.9
79541	8.5
79542	10.5
79543	13.4
79544	13.2
79545	13
79546	12.6
79547	13
79548	10.5
79549	9
79550	8.3
79551	10.6
79552	11.9
79553	10.3
79554	11.1
79555	11.3
79556	11.6
79557	10
79558	7.8
79559	8.3
79560	9.2
79561	9
79562	7.6
79563	5.7
79564	4.1
79565	3.3
79566	4.6
79567	3.9
79568	3.3
79569	4.5
79570	5.9
79571	6.8
79572	8.7
79573	6
79574	4.5
79575	9.4
79576	9.3
79577	10.1
79578	10.4
79579	11.2
79580	11
79581	12.2
79582	11.6
79583	11.9
79584	11.1
79585	11.5
79586	10.4
79587	8.2
79588	7.6
79589	6.2
79590	5.3
79591	5
79592	4.4
79593	3.7
79594	3.5
79595	4.9
79596	8.3
79597	9.4
79598	10.8
79599	10.3
79600	9.7
79601	8.8
79602	8.9
79603	9.7
79604	10.3
79605	9.6
79606	7.5
79607	7.2
79608	12.2
79609	13.4
79610	13.7
79611	12.6
79612	12.1
79613	13.3
79614	10.7
79615	10.5
79616	9.8
79617	11.7
79618	13.6
79619	12.7
79620	10
79621	11.1
79622	11
79623	12.6
79624	13.5
79625	12
79626	10.5
79627	8.2
79628	7.7
79629	11.4
79630	13.4
79631	11.5
79632	13
79633	12.3
79634	10.5
79635	12.6
79636	14
79637	13
79638	8.9
79639	10.8
79640	9.6
79641	10.6
79642	10.5
79643	9
79644	5.4
79645	6.8
79646	5.6
79647	4.3
79648	4.9
79649	4.1
79650	3.1
79651	2.3
79652	2.1
79653	1.9
79654	3.2
79655	6.7
79656	13.8
79657	14.7
79658	14.6
79659	13.5
79660	15.7
79661	14.4
79662	17.6
79663	19.4
79664	17.1
79665	11.8
79666	14.8
79667	18
79668	16
79669	13.5
79670	13.3
79671	13.2
79672	10.4
79673	13.5
79674	11.3
79675	13.7
79676	14.9
79677	15.7
79678	13.1
79679	15.1
79680	13.7
79681	14.5
79682	13
79683	11.3
79684	11.7
79685	10.5
79686	7.8
79687	8.6
79688	10
79689	12.6
79690	10.1
79691	7.8
79692	5
79693	6.7
79694	10.1
79695	11.5
79696	12
79697	10.8
79698	10.9
79699	9.8
79700	7.8
79701	6.8
79702	7.4
79703	7.2
79704	5.3
79705	6.7
79706	10.6
79707	17.4
79708	17.7
79709	15.8
79710	18.7
79711	20.8
79712	19.2
79713	17
79714	13.2
79715	11.5
79716	12.9
79717	12.4
79718	13.1
79719	12.3
79720	11.8
79721	13.2
79722	13
79723	10.1
79724	9.7
79725	9.2
79726	8
79727	9.2
79728	9.8
79729	10.1
79730	10
79731	9.2
79732	8.2
79733	7.6
79734	7.8
79735	5.8
79736	4.5
79737	6.1
79738	5.7
79739	5.6
79740	5
79741	7.1
79742	9.8
79743	6.9
79744	5.6
79745	4.5
79746	3
79747	3.9
79748	7.3
79749	9
79750	8.8
79751	8.6
79752	10.4
79753	10.1
79754	8.5
79755	6.2
79756	4.3
79757	3.8
79758	4
79759	4.6
79760	8.7
79761	14
79762	12.9
79763	10
79764	7.8
79765	9.1
79766	12.9
79767	13.3
79768	13
79769	11.3
79770	9.9
79771	13.3
79772	13.1
79773	13.5
79774	16.6
79775	14.8
79776	12.2
79777	11.6
79778	9.1
79779	8.6
79780	9.6
79781	11.7
79782	11.7
79783	9.8
79784	11.4
79785	8.9
79786	6.9
79787	6.8
79788	6.8
79789	8.4
79790	8.2
79791	9.9
79792	12
79793	8.6
79794	13.2
79795	12.9
79796	10.3
79797	8.7
79798	7.6
79799	6.4
79800	4.6
79801	3.9
79802	3.4
79803	5.3
79804	4.9
79805	4.5
79806	4.4
79807	3.4
79808	4.2
79809	7.8
79810	9.6
79811	9.5
79812	9.9
79813	9.7
79814	14.2
79815	15.2
79816	16
79817	16.4
79818	20.1
79819	17.4
79820	16.9
79821	12.8
79822	19.5
79823	21.2
79824	19.3
79825	17.3
79826	17.2
79827	14.8
79828	16.3
79829	14.5
79830	15.9
79831	17.3
79832	19.5
79833	19.4
79834	18
79835	16.4
79836	15.6
79837	13.1
79838	12.4
79839	12.3
79840	9.1
79841	8.4
79842	8
79843	9.5
79844	11.4
79845	17.8
79846	18.7
79847	15.4
79848	8.7
79849	11
79850	14.3
79851	13.5
79852	15.6
79853	15.6
79854	11.9
79855	12.1
79856	9.5
79857	7.3
79858	7.1
79859	5
79860	5.1
79861	14
79862	14.3
79863	10.9
79864	13
79865	17.1
79866	21
79867	20.8
79868	20.5
79869	17.8
79870	12.5
79871	13.3
79872	13.6
79873	10.3
79874	6.7
79875	9.5
79876	12.1
79877	17.8
79878	15.9
79879	19.6
79880	23.7
79881	24.8
79882	27.4
79883	24.3
79884	21.4
79885	15.7
79886	15
79887	18.1
79888	18.6
79889	19.8
79890	15.6
79891	15.8
79892	12.5
79893	17.8
79894	23.3
79895	21.3
79896	16.7
79897	14.9
79898	17.6
79899	14.7
79900	16.4
79901	16.6
79902	14.5
79903	13.1
79904	13.5
79905	14.8
79906	16.6
79907	18
79908	11.9
79909	14
79910	17.8
79911	17
79912	17.4
79913	19
79914	17.5
79915	18.4
79916	20
79917	13.4
79918	13.3
79919	14.4
79920	12.7
79921	8.3
79922	6.5
79923	6.8
79924	8.5
79925	9.8
79926	7.1
79927	5.9
79928	4.4
79929	4.9
79930	12.3
79931	14.6
79932	14.7
79933	11
79934	12.7
79935	11.1
79936	13.2
79937	14.7
79938	15.7
79939	15.1
79940	11
79941	11
79942	12.7
79943	13.8
79944	16
79945	17
79946	13.9
79947	10.7
79948	6.5
79949	10.4
79950	12.5
79951	16.6
79952	15.8
79953	11.6
79954	9.6
79955	10.1
79956	10.4
79957	8.9
79958	9.4
79959	7.4
79960	10.8
79961	13.2
79962	15.4
79963	14.2
79964	11.8
79965	6.4
79966	5.8
79967	6.5
79968	5.4
79969	5.1
79970	4.4
79971	4.8
79972	4.8
79973	5.1
79974	5.1
79975	6.6
79976	8.9
79977	7.9
79978	6.2
79979	4.6
79980	6.7
79981	9.4
79982	10.8
79983	9.7
79984	8.8
79985	7.1
79986	8.4
79987	8.1
79988	8.2
79989	15.1
79990	18.5
79991	19.8
79992	23.3
79993	23.5
79994	19
79995	10.4
79996	15.8
79997	16.4
79998	13.3
79999	9.1
80000	7.4
80001	6.4
80002	10.5
80003	18.9
80004	22.9
80005	22.7
80006	20.3
80007	18.3
80008	20.6
80009	19.2
80010	15.3
80011	11.5
80012	13.3
80013	18.3
80014	15.9
80015	14.6
80016	17.4
80017	18.6
80018	18.9
80019	14
80020	16.4
80021	14.4
80022	18.8
80023	17.1
80024	15.5
80025	13.3
80026	13.6
80027	17.4
80028	14.8
80029	15.3
80030	14.7
80031	13.7
80032	11.9
80033	9.8
80034	9.4
80035	9.1
80036	10.3
80037	7.1
80038	5.8
80039	12.4
80040	9.1
80041	8.9
80042	7.7
80043	8.1
80044	5.7
80045	5
80046	6
80047	7
80048	11.3
80049	14.2
80050	13.2
80051	13.7
80052	16.6
80053	14.3
80054	15.7
80055	15.8
80056	15.5
80057	14.5
80058	14
80059	13.3
80060	13.5
80061	12.6
80062	12.3
80063	12.3
80064	11.3
80065	10.3
80066	10.8
80067	11.5
80068	11.7
80069	10.5
80070	11.8
80071	12
80072	10.2
80073	8.1
80074	8.5
80075	12.7
80076	15.3
80077	16.3
80078	15.4
80079	12.7
80080	9.6
80081	7.6
80082	5.5
80083	6.4
80084	12.3
80085	13.3
80086	10.3
80087	9
80088	8.9
80089	7.7
80090	8.7
80091	9.4
80092	9.2
80093	7.3
80094	6.8
80095	4.9
80096	4.9
80097	6.5
80098	6.1
80099	5.4
80100	4.4
80101	4.9
80102	5.7
80103	6.2
80104	6.1
80105	5.1
80106	5.8
80107	7.6
80108	8.8
80109	15.4
80110	20.2
80111	17.9
80112	12.7
80113	10.6
80114	10.9
80115	10.9
80116	9.2
80117	16.9
80118	16.5
80119	15.6
80120	15.3
80121	10.7
80122	9.5
80123	7.9
80124	6.8
80125	8.7
80126	18.1
80127	18.8
80128	20.6
80129	19.8
80130	18.2
80131	14.1
80132	17.1
80133	22
80134	18.7
80135	17.5
80136	15.5
80137	15.5
80138	13.4
80139	17.9
80140	16.1
80141	12.3
80142	9.7
80143	10.2
80144	10.5
80145	8.6
80146	11.3
80147	10.9
80148	14.2
80149	12
80150	11.4
80151	11.6
80152	12.7
80153	14.1
80154	13.7
80155	11.6
80156	14
80157	11.2
80158	8.4
80159	7.8
80160	8.8
80161	8.6
80162	7.5
80163	5.9
80164	4.6
80165	3.4
80166	9.3
80167	10.5
80168	13.3
80169	11.6
80170	8.8
80171	10
80172	13.9
80173	12.6
80174	12.5
80175	15.5
80176	15.9
80177	15.4
80178	13.4
80179	10.7
80180	8.1
80181	6.2
80182	12.2
80183	12.5
80184	11
80185	11.7
80186	12.2
80187	12.4
80188	11.1
80189	12
80190	12.2
80191	12.8
80192	13.7
80193	13.6
80194	12.9
80195	14.2
80196	16.2
80197	12.5
80198	13
80199	13.1
80200	10
80201	11.1
80202	10.9
80203	12.6
80204	11.1
80205	10.8
80206	9
80207	10.7
80208	14.5
80209	11.1
80210	14.7
80211	14
80212	9
80213	8.1
80214	5.6
80215	5.2
80216	4.5
80217	6.3
80218	7.9
80219	8.6
80220	6.4
80221	4.6
80222	5.1
80223	5.8
80224	5
80225	4.5
80226	6.3
80227	7.7
80228	11.5
80229	11.7
80230	10.9
80231	7.5
80232	5.6
80233	4.2
80234	3.1
80235	2.7
80236	2.4
80237	3
80238	3.3
80239	4.6
80240	6.6
80241	6.9
80242	7.1
80243	6.8
80244	8.3
80245	9.2
80246	9.6
80247	10.8
80248	14.5
80249	17
80250	17.1
80251	13.9
80252	10
80253	8.4
80254	7.7
80255	7.6
80256	9.5
80257	9.5
80258	9.6
80259	12.7
80260	11
80261	11.9
80262	12.7
80263	13.7
80264	13
80265	16
80266	16.6
80267	16.6
80268	15.8
80269	16.3
80270	19.8
80271	21.1
80272	22.8
80273	19.8
80274	19.9
80275	19.9
80276	16.8
80277	19.4
80278	19.6
80279	17.5
80280	16.9
80281	13.1
80282	14.6
80283	12.9
80284	13.8
80285	13.1
80286	10.7
80287	11.3
80288	17.7
80289	16.8
80290	16.1
80291	15.3
80292	17.3
80293	16.1
80294	13.6
80295	12.1
80296	10.8
80297	16.7
80298	13.9
80299	10.8
80300	9.9
80301	7.5
80302	9.3
80303	8.8
80304	8.4
80305	10.6
80306	7.1
80307	9.2
80308	11
80309	9.1
80310	8
80311	7
80312	4.6
80313	3.5
80314	3.9
80315	3.7
80316	3
80317	3.7
80318	6.8
80319	6.7
80320	5.8
80321	4
80322	3.6
80323	3.6
80324	3.4
80325	5.1
80326	5.1
80327	3.6
80328	2.7
80329	2
80330	2.1
80331	6.6
80332	9.7
80333	14.6
80334	15.5
80335	15.2
80336	17
80337	17.4
80338	17.1
80339	12.5
80340	12
80341	10.2
80342	7.9
80343	11.9
80344	11
80345	9.9
80346	8.5
80347	9.6
80348	9.4
80349	7.9
80350	7.9
80351	5.6
80352	5.4
80353	4.9
80354	7.3
80355	6.3
80356	4.5
80357	3
80358	4
80359	3.9
80360	5.7
80361	7.1
80362	8.5
80363	14.4
80364	15.6
80365	13.9
80366	14.9
80367	14.2
80368	12
80369	11
80370	12.4
80371	13.1
80372	11.2
80373	8.7
80374	10.3
80375	10.5
80376	9.7
80377	11.2
80378	11.5
80379	11.2
80380	11
80381	9.3
80382	7.6
80383	8.2
80384	6.3
80385	5
80386	5.8
80387	5.1
80388	4.6
80389	5.7
80390	7.7
80391	8.6
80392	9.6
80393	9.5
80394	11.7
80395	11.2
80396	10.5
80397	8.7
80398	7.7
80399	8.9
80400	7
